Utterance,Emotion,Sentiment,Dominance
"Okay, here’s where we go to the live shot of Times Square, nice work everyone that’s a wrap!",joy,positive,0.0227222222222222
"So Lizzie, are-are-are you planning on staying the night?",neutral,neutral,0.0304444444444444
"Oh no-no believe me, I’m leaving as soon as possible!",neutral,neutral,0.0202
"Good. Good. Not that we don’t want you to stay, obviously you’re welcome—How much more homework do you have?",neutral,neutral,0.0968421052631578
They are completely different—Okay!,anger,negative,0.095
I mean you were just… You’re so incredible!,sadness,negative,0.13575
You went through all this time and effort to make this tape for me!,sadness,negative,0.0743571428571428
"Y’know I’m just gonna—I, I am gonna make this up to you!",joy,positive,0.0805
I will!,sadness,negative,0.235
"No.  And then I called him, and he wasn’t there.",neutral,neutral,0.0495454545454545
"Well, then he’s, he’s probably just, out.",neutral,neutral,0.105
"Oh, thank you that’s very helpful, I’m glad you came over.",neutral,neutral,0.1334545454545454
"Hi! Oh, I’m so glad you called.",joy,positive,0.0685714285714285
"Really? I’ve been thinking, this is crazy, I mean don’t, don’t you think we can work on this?",sadness,negative,0.0687222222222222
Is that Mark?,neutral,neutral,0.0826666666666666
"Umm, honey, look he just came over to....",neutral,neutral,0.174875
"Hey, you don’t have to smile. You just have to dance.",neutral,neutral,0.087090909090909
"Look, I don’t feel like dancing, I feel like having a drink. Okay?",sadness,negative,6.405132834375904e-18
If this is your idea of sexy talk?,surprise,positive,0.188375
"No seriously, y’know the contracts I gave you, did you overnight them?",fear,negative,0.0710833333333333
What contracts?,neutral,neutral,0.136
Okay please tell me that this is just one of your jokes that you do that I don’t get.,joy,positive,0.0077368421052631
I’m serious!,anger,negative,0.119
This isn’t funny!,anger,negative,0.044
Those contracts absolutely had to go out today!,anger,negative,0.089625
Okay I understand.  I wouldn’t want to be proved wrong either.,neutral,neutral,0.0634166666666666
Okay get your coat!  Oh! When did you unhook this?  Nice work!,joy,positive,0.0504999999999999
Nice to meet you.,neutral,neutral,0.1149999999999999
To see if know what these guys are talking about.,neutral,neutral,0.0123999999999999
I’m doing okay. I think it’s going well. Do you think they’re having fun? Am I talking to fast?,neutral,neutral,0.0569473684210526
"Oh right, Coach Ruben.",neutral,neutral,0.2224999999999999
Do you know what Pheebs?,neutral,neutral,0.096
"When you’re done over there, we kinda have a situation over here too.",fear,negative,0.1753846153846153
"Na-uh, no, we are all responsible for our own babies.",neutral,neutral,0.1316999999999999
See that’s where I think that you’re wrong. We’ve been playing these babies man for man. we should really be playing a zone defense.,neutral,neutral,0.0353333333333333
What do you mean?,surprise,negative,0.078
"Well, I'm totally over it Chandler. Friends forever! Don't come out here!",anger,negative,0.1125
"I mean,... how needy is that?",disgust,negative,0.0123333333333333
You're so pretty.,joy,positive,0.0406666666666666
"Thank you, Happy Holidays.",joy,positive,0.1165
The charity's on fire!,fear,negative,0.107
Oh good!,joy,positive,0.034
What is that?!,surprise,negative,0.016
"Uh yeah, where-where’s the guy who decides who’s pictures go up on the wall?",neutral,neutral,0.0212857142857142
He’s not here right now.,neutral,neutral,0.119
"All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes.",neutral,neutral,0.0176999999999999
I’m an actor. I’m kinda getting my picture up there on the wall.,neutral,neutral,0.0453846153846153
"Y’know, there are two people who could put your picture up there.",neutral,neutral,0.0204166666666666
There’s nothing sexual about this?,anger,negative,0.0014
Oo God!,sadness,negative,0.386
I mean hi.,neutral,neutral,0.08
"Oh my—This is so embarrassing. Oh my God, I’m never gonna get massaged again!",fear,negative,0.0162857142857142
"No look, I have, I have lots of clients that make the same noises you do!",neutral,neutral,0.026625
"Well not clients, lovers. But let’s just y’know, try it again. Come back and-and we’ll work through it.",neutral,neutral,0.1068333333333333
Are you sure?,surprise,positive,0.1953333333333333
"Great! Okay, if you’ll just excuse me.  So, did you hear something you liked?",joy,positive,0.0150666666666666
"All right, well finish your coffee; let’s go.",neutral,neutral,0.1037499999999999
"So it's down to these two, Nancy I know you like this one and I think I agree. Rachel, what do you think?",neutral,neutral,0.0004347826086956
"Well umm, that one is pretty but uh, I just, I just love this fabric  Sorry.",neutral,neutral,0.0019999999999999
"Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.",neutral,neutral,0.0107727272727272
"Oh, what a fun office.",joy,positive,0.0704
"So what do you say we take a break, we go outside, and we'll figure this out when we come back?",neutral,neutral,0.0153809523809523
"Oh no, my dad's a doctor and he would always tell me just horror stories……about ghosts and goblins who totally supported the princess's right to smoke.",neutral,neutral,0.0973076923076923
"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",neutral,neutral,0.0207894736842105
All right!,joy,positive,0.4135
"What do you think of the Abbey, Chandler?",neutral,neutral,0.013
"I think it’s great. It’s great. Y’know, they’re thinking of changing the name of this place.",neutral,neutral,0.075875
"Chandler, there’s a guy right over there.",neutral,neutral,0.1552857142857142
"Eh..., I don’t, I don’t know.",sadness,negative,0.0679999999999999
"Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?",sadness,negative,0.0419523809523809
"Oh, sure! Do you need me to train somebody new?",joy,positive,0.0181999999999999
"Eh, do you believe that?",surprise,positive,0.0872
"Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby.",anger,negative,0.0123181818181818
This is going in your book?,surprise,negative,0.0865
"Yeah, it’s about relationships. Y’know? The traps, the pitfalls, what not to do, keep going. This stuff is great!",joy,positive,0.0207368421052631
And how people will believe anything you tell them as long as it’s a compliment.,neutral,neutral,0.0954666666666666
"Yes, I made it!",joy,positive,0.0625
I’m on time!,joy,positive,0.0913333333333333
Where…  Where you will see…a uh…a bunch of uh…red spots.,neutral,neutral,0.0079999999999999
"Yeah, all right. All right! Just keep walkin'! All right?",anger,negative,0.2976999999999999
"Ross! What are you… I'm sorry sir. I just, I think he just really likes you.",neutral,neutral,0.11375
Hey! Y'know that teacher who had a baby with her student?,neutral,neutral,0.0434545454545454
Of course not.,neutral,neutral,0.0113333333333333
"I mean gosh, Chandler what you did, it's, it's a wonderful thing and I really appreciate it.",joy,positive,0.0201176470588235
Of course!,neutral,neutral,0.017
Oh well you're the best. You come here to me.,joy,positive,0.0859
"All right, hold on okay? First thing's first.  Okay, now did Ross sit",neutral,neutral,0.0570714285714285
"Okay, that's it. I cannot make this decision! It is",anger,negative,0.0175999999999999
"Well, I don't know what else to do.",sadness,negative,0.04275
"So-so if anyone has-has a better suggestion, let's hear it!",anger,negative,0.0197999999999999
"All right, don't be shy, any suggestion will do.",anger,negative,0.0634444444444444
Here we go.,neutral,neutral,0.1493333333333333
What the hell!,anger,negative,0.0433333333333333
"All right, let me see.  Will Chandler have sex tonight?  Don't count on it. Seems like it works to me.",neutral,neutral,0.0437727272727272
"Can-can I get your autograph, I’m your biggest fan.",joy,positive,0.1549999999999999
"I think she took it pretty well. You know Paolo's over there right now, so...",neutral,neutral,0.1450666666666666
"Ah...ooh! Well, looks like, uh, we kicked your butts.",joy,positive,0.0686666666666666
"No-no, she kicked our butts. You could be on the Olympic standing-there team.",anger,negative,0.0299999999999999
"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!",surprise,negative,0.0413
"What, now?",surprise,negative,0.016
"Yes, now is when you swoop!",joy,positive,0.0091666666666666
"You gotta make sure that when Paolo walks out of there, the first guy Rachel sees is you, She's gotta know that you're everything he's not!",joy,positive,0.0833846153846153
My Catholic friend is right.,neutral,neutral,0.1227999999999999
You're there for her.,neutral,neutral,0.0105
"You pick up the pieces, and then you usher in the age of Ross!",joy,positive,0.0232857142857142
"Well, I just called Joshua",neutral,neutral,0.1344
"Oh, how did it go?",sadness,negative,0.0368
"Well, I did my best to convince him that I’m not some crazy girl who is dying to get married—I’m just going through a hard time.",neutral,neutral,0.0844230769230769
What did he say?,neutral,neutral,0.13
"Well uh, his answering machine was",sadness,negative,0.1293333333333333
"Y’know, I know that I said that I am totally okay with Ross getting married, but as it turns out, I don’t think I’m handling it all that well.",sadness,negative,0.0453448275862068
And I-I am just trying to figure out why.,sadness,negative,0.0284444444444444
Any luck?,sadness,negative,0.217
"Well, yeah, y’know how Ross and I were on again, off again, on again, off again?",sadness,negative,0.023875
"I guess I just figured that somewhere down the road, we would be on again.",sadness,negative,0.0307999999999999
Again. Y’know what? I think we all did.,sadness,negative,0.1365
I don’t get it!,surprise,negative,0.0835
It was in my room all night!,anger,negative,0.0149999999999999
We’re trying to think!,anger,negative,0.059
"This is the unit for you my friend. Sturdy construction, tons of storage compartments, some big enough to fit a grown man.",neutral,neutral,0.1343636363636363
"My roommate bet me five bucks that I couldn’t, and then he stuck a board through the handles that locked me in.",neutral,neutral,0.0015454545454545
"All right, you have yourself a deal.",neutral,neutral,0.187
"Sometimes I get in here just to get away from it! Hey, a nickel!!",anger,negative,0.0410714285714285
Hey! What’s up?,neutral,neutral,0.0933333333333333
"Hey-hey, who’s your friend?  Hey!!",joy,positive,0.0215
"Yeah, we ended up spending the day together and had such a great time!",joy,positive,0.1030714285714285
Why wouldn’t ya? Erin is great! Then-then there’s you guys.,joy,positive,0.0474
"Ohh, listen. I’ve got to get going. Today was great, thanks!",joy,positive,0.0218181818181818
"Y'know, I gotta tell ya, I just",neutral,neutral,0.0625714285714285
Because I think about shaving it all off again sometime.,neutral,neutral,0.0044
I mean you definitely should do that.,neutral,neutral,0.206
"Y'know what, I should do it.",joy,positive,0.0953333333333333
"Yeah, thank you Rachel, you are soo cool.",joy,positive,0.0615
This woman's living my life.,anger,negative,0.1834
"She's living my life, and she's doing it better than me!",anger,negative,0.1482727272727272
"Look at this, look.",anger,negative,0.115
You're not an artist.,neutral,neutral,0.116
"Yeah, well I might be if I had the supplies! I mean, I could do all this stuff. Only I don't.",anger,negative,0.0497142857142857
"No way! Mr.Salty is a sailor, all right, he's got to be, like, thetoughest snack there is.",anger,negative,0.0593529411764705
Oh my God. You guys! You gotta come see this! There's some creep out there with a telescope!,fear,negative,0.0181111111111111
I can't believe it! He's looking right at us!,surprise,negative,0.1673333333333333
Man that was great! Huh? Can you believe how long we threw that ball around?,joy,positive,0.0405999999999999
"Yeah, it is amazing it lasted that long.",neutral,neutral,0.08875
I know. My arm is killing me.,neutral,neutral,0.1122857142857143
"No, I meant with the dropper over here.",neutral,neutral,0.0157499999999999
"Y'know, how did I get this reputation as a dropper? Okay? I'm",anger,negative,0.0258333333333333
"Ah, oh God. Oh, honey, oh that's OK.",sadness,negative,0.099
"What. Oh no, you just rolled over the juice box.",sadness,negative,0.0519
I just saw a woman breast feeding both of her twins at the same time. it is like a freak show up here.,neutral,neutral,0.0774347826086956
What’s the matter?,neutral,neutral,0.0413333333333333
Really it’s nothing. I’m just,sadness,negative,0.1048
"Rach come on, what?",neutral,neutral,0.043
I’ve just been thinking about how my baby and I are gonna be all alone.,sadness,negative,0.0528666666666666
"Oh please, he’ll be with his real family, the twins and little miss new boobs.",sadness,negative,0.0053333333333333
"Okay, how long was I watching that woman?",neutral,neutral,0.0184999999999999
"I’m just saying that y’know, someday Ross is gonna meet somebody and…he’s gonna have his own life. Right?",sadness,negative,0.0861111111111111
I just never thought I would raise this baby all by myself. Pretty dumb huh?,sadness,negative,0.0122
Bob. Bob! Bob!!!  What the hell are you doing?!,surprise,negative,0.013
"I just found out this is Chandler’s office! Come on Toby, give me a hand!",joy,positive,0.018
We said seven!,anger,negative,0.0543333333333333
"Yeah and if I had seven, maybe I would’ve said something like this, ""Wow! My boyfriend’s such a wise ass—seven!""",anger,negative,0.0022
Oh my good God.,disgust,negative,0.21
I know what time you said.,joy,positive,0.1043333333333333
"Well actually, I know what time Chester and Marcia said.",neutral,neutral,0.0774
"You, get out of my shop!",anger,negative,0.0773333333333333
"Well, what did he do?",surprise,negative,0.1552
He went out with my wife!,anger,negative,0.1203333333333333
That’s my wife!!! Get out!,anger,negative,0.1
"Well, we should go.",neutral,neutral,0.23825
"Y’know you, really didn’t have to take me to the airport.",neutral,neutral,0.0223636363636363
Every moment is precious.,sadness,negative,0.1295
"No, I’m afraid I won’t be able to make love as well as him.",anger,negative,0.0412857142857142
"Yes, and I was saying the actual words.",neutral,neutral,0.057625
"So big deal, so Joey’s had a lot of girlfriends, it doesn’t mean he’s great in bed.",neutral,neutral,0.0689411764705882
"We share a wall! So either he’s great in bed, or she just likes to agree with him a lot.",neutral,neutral,0.0484
"Sweetie, with you it’s gonna be different. The sex is gonna be great, ‘cause you-you guys are in love.",joy,positive,0.076
Just go for it Chandler.,neutral,neutral,0.0723999999999999
"Yeah, you should.",neutral,neutral,0.126
"Yeah, you should, really.",neutral,neutral,0.0945
"All right, all right, I’ll go sleep with my girlfriend. But I’m just doing it for you guys.",neutral,neutral,0.1181111111111111
": I’m sure as hell a dancer, it’s no use Marge will never go for me.",sadness,negative,0.0431249999999999
"Come on Treeger, don’t say that.",sadness,negative,0.0226666666666666
"You just ahh, you just need more practice.",neutral,neutral,0.13225
"Here, come on, let’s ahh, let’s try it again.",neutral,neutral,0.0092222222222222
"I mean, y’know, I’m not really that comfortable dancing with a— We-he!!",joy,positive,0.0061666666666666
Are you sure? I’ll bet there’s another flight to Minsk in like,neutral,neutral,0.0429999999999999
That’s really beautiful. What does it mean?,joy,positive,0.0297142857142857
"Please, clean my beakers. I don’t get out of the lab much.",neutral,neutral,0.018
"That’s good. I got to admit, I thought it was something else.",joy,positive,0.0453333333333333
You’re right! You’re right. Don’t say it.,sadness,negative,0.1148571428571428
I-I do though.,sadness,negative,0.0239999999999999
I do too.,sadness,negative,0.0239999999999999
"Okay, now’s not the time Joey. All right? You can yell at me tomorrow.",sadness,negative,0.0463571428571428
"Yeah, I-I heard.  I think it’s great!  Ohh, I’m so happy for you!",joy,positive,0.0524
I can’t believe you’re getting married!,joy,positive,0.0576666666666666
Monica and Rachel made out.,neutral,neutral,0.0334
Why are we in bed together?,surprise,negative,0.0168333333333333
I don’t know. Do-do you have any clothes on?,neutral,neutral,0.0204444444444444
"But we-we didn’t have…sex-uh, did we?",fear,negative,0.0694999999999999
And we didn’t have sex.,neutral,neutral,0.2022
"Ohh, I mean, we were really drunk. I’m just glad we didn’t do anything stupid.",neutral,neutral,0.0561333333333333
What are we gonna do?,neutral,neutral,0.0829999999999999
I say we go with,neutral,neutral,0.0538
Did she see us yet? Did she see us?,neutral,neutral,0.0768888888888888
"Hi, remember us?",neutral,neutral,0.21
"Yeah, and and, I'm just gonna pay for this with a check.",neutral,neutral,0.0631666666666666
"Yeah, I know...  ..I'm I'm just not that bright either.",sadness,negative,0.1101818181818182
I’m making him a,joy,positive,0.00925
"Yeah, you were, but you decided to make salmon because you had some left over at the restaurant.",neutral,neutral,0.055
"Wow, I really get crabby when I cook.",surprise,positive,0.008
"I’m not worried, I’m uh, I’m fascinated.",fear,negative,0.0522857142857142
"Which is funny because in high school I uh, I-I failed Biology and tonight Biology failed me.",fear,negative,0.0484705882352941
Cigarettes don’t control you.,neutral,neutral,0.0559999999999999
"You are a strong, confident woman, who does not need to smoke.",neutral,neutral,0.0074999999999999
"A strong, confident woman.",neutral,neutral,0.309
Yes!! Yes!! I’m the next caller! You were gonna have me hang up.,joy,positive,0.0464615384615384
Of course not.,sadness,negative,0.0113333333333333
So how are things going with Paul?,neutral,neutral,0.0045714285714285
Good.,joy,positive,0.068
"Although y’know, he-he’s a private guy.",neutral,neutral,0.0453333333333333
"Y’know, I wish I could get him to open up a little bit, share some feelings.",sadness,negative,0.0040624999999999
That’s easy! You just have to think of him as a-as a jar of pickles that won’t open.,neutral,neutral,0.0043888888888888
So what are you saying.  I should run him under hot water and bang his head against a table?,surprise,negative,0.0048499999999999
No that’s what you do when you want to get the truth out of someone.,neutral,neutral,0.0602666666666666
Hi honey.,neutral,neutral,0.01
"Monica, number one, I don’t think Ben understands the concept of bribery, and number two, I...   What?!",surprise,negative,0.0053684210526315
Can’t I just look at the handles on them?,neutral,neutral,0.1028888888888888
You would think.,neutral,neutral,0.03
"Okay, fine.",neutral,neutral,0.0299999999999999
"Gunther, y'know what, I am a terrible waitress, do you know why I’m a terrible waitress?",anger,negative,0.0011249999999999
So I don’t think I should do it anymore.,sadness,negative,0.0668888888888888
"Ohh, I mean it’s just so realistic!",joy,positive,0.1542857142857143
"Do you uh, do you—ready for a refill?",neutral,neutral,0.01425
"Oh, I probably shouldn’t—so I will!  Oh! Wow! It’s like it’s raining!",surprise,positive,0.0491538461538461
"Pretty cool, huh?",joy,positive,0.0673333333333333
"But if you’re thinking you can put a fish in there and it wouldn’t get sucked up into the mechanism, well you’d be wrong.",neutral,neutral,0.0438333333333333
"It’s uh, right through there.",neutral,neutral,0.122
"Okay.  God y’know, if someone told me a week ago that I would be peeing in Joey Tribbiani’s apartment",joy,positive,0.0034
"Yeah, life’s pretty great isn’t it?",joy,positive,0.1033333333333333
"You know, I think I was sixteen.",neutral,neutral,0.0417142857142857
"No-no-no-no-no,  I'm not fallin' for that again.",anger,negative,0.00925
What's goin' on?,neutral,neutral,0.0186666666666666
"That’s Yasmine Bleeth, she’s a completely different kind of chick.",neutral,neutral,0.0336
I love you both.,neutral,neutral,0.024
"Ohhh-hoo, funny story!",joy,positive,0.18
"So Chandler, have you heard about Monica's secret boyfriend?",neutral,neutral,0.0084444444444444
"So Mon, when are we gonna meet this new secret waiter man?",neutral,neutral,0.0229166666666666
"Ohh, he's really shy. I-I don’t think he's up to meeting everyone yet.",neutral,neutral,0.0909230769230769
"Yeah, I don't think he's up to meeting everyone yet.",neutral,neutral,0.1204
I don’t care! I wanna meet this guy who's the best sex she ever had!,joy,positive,0.0741333333333333
Because I'm very happy for him!  And,joy,positive,0.06325
Did you get all this stuff for Joey to try and drive me out of the apartment?,anger,negative,0.059235294117647
"Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!",disgust,negative,0.0421304347826086
"It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates; that's the deal.",neutral,neutral,0.0410526315789473
"Yes, but I wanted you to want to live with me, but okay, if you're having so much fun over here",sadness,negative,0.0753809523809523
"Oh, it's so much more fun with you.",joy,positive,0.1355
"We did have fun, didn't we?",joy,positive,0.2256666666666666
We did!,joy,positive,0.2085
"Oh, anyway, they say, if we want, we can see it tonight.",neutral,neutral,0.032
"Oh, I would love to!",joy,positive,0.0176
"Good, good, good, good, good.",joy,positive,0.068
"Great, all right, okay, and Monica ask me to make the drumming stop.",neutral,neutral,0.0709999999999999
It’s-it’s hot,neutral,neutral,0.073
"You were gonna spill hot coffee all over me, huh?!!",anger,negative,0.0236
What’s your favourite thing about summertime?,neutral,neutral,0.0078333333333333
"Tommyyyy! Say, what’s your favourite thing about summer?",joy,positive,0.0251249999999999
Mmmm. Good.,joy,positive,0.034
"Yeah, well, is that",neutral,neutral,0.0185
"I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?",disgust,negative,0.0161176470588235
My God! What happened to you?,surprise,negative,0.1286666666666666
"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?",disgust,negative,0.0870588235294117
"""You are ideally suited for a career in data processing for a large multinational corporation.""",anger,negative,0.1926
That's so great! 'Cause you already know how to do that!,joy,positive,0.1149090909090909
"Can you believe it? I mean, don't I seem like somebody who should be doing something really",anger,negative,0.0024705882352941
"Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!",sadness,negative,0.0161875
"Here you go, maybe this'll cheer you up.",joy,positive,0.10875
"Well, that doesn't mean she can't look nice!",sadness,negative,0.04525
"Sweetie, you think you can get in there?",neutral,neutral,0.06325
No. This is just part of a dare devil game that I play called ‘wait until the last moment before I burst and die.’,anger,negative,0.0269166666666666
"Yes, I do.",neutral,neutral,0.0516666666666666
Someone in here.,neutral,neutral,0.0249999999999999
"I’m going to keep dating him Mother, and there’s nothing you can do about it!",anger,negative,0.0373999999999999
Oh yes there is!,anger,negative,0.03275
What are you going to do? Kill him? Like you did with Charles?!,anger,negative,0.0363846153846153
That was a great scene! And-and-and that slap looks so real! How do you do that?,surprise,positive,0.11975
"Oh, just years of experience.",neutral,neutral,0.27
"Oh anyway, I just wanted to say how wonderful I think you are.",joy,positive,0.1209230769230769
"No. No, I’m Joey Tribbiani; we did a scene together yesterday. I-I’m the guy in the coma!",joy,positive,0.0053529411764705
Oh that was a real person?!,surprise,positive,0.1043333333333333
"An-an-anyway I-I just wanted to say that since I’m getting your brain when you leave the show, I was wondering if there was any tips you can give me",neutral,neutral,0.0266896551724137
I-I-I’m leaving the show?,surprise,negative,0.045
I don’t know. Why? Did you hear something?,neutral,neutral,0.0012499999999999
"Oh uh, one of the writers.",sadness,negative,0.05
Feel better?,neutral,neutral,0.4529999999999999
Much!,joy,positive,0.042
"Listen uh, not that I’m y’know insecure about my manhood or anything y’know, but I think I need to hook up with a woman like right now.",neutral,neutral,0.0072592592592592
"Yeah, I understand.",neutral,neutral,0.0546666666666666
"Y’know, you look familiar. Do I know you from somewhere?",surprise,positive,0.0815999999999999
I don’t think so.,neutral,neutral,0.059
Oh! Maybe it’s because I’m on television. I’m an actor on,joy,positive,0.0051818181818181
Wow!,surprise,positive,0.166
"Alright, alright, alright.",neutral,neutral,0.054
"Oh God, do something.",anger,negative,0.211
"Just make contact, smile!",anger,negative,0.193
You're definitely scaring here.,neutral,neutral,0.19325
"Yeah, about 300 guys I went to high school with.",neutral,neutral,0.0464
"Okay! Feel free to look, but I’m telling you those contracts are not on this desk.",anger,negative,0.031375
It’s my sister.,neutral,neutral,0.0413333333333333
"Phoebe, she doesn’t know that you sneak out every night, she doesn’t know that you sneak back every morning, and she doesn’t know that you’ve been living with your Grandmother’s for a week now.",neutral,neutral,0.0203529411764705
"Oh-ho, and yes, the guy that enjoyed my name so much he felt the need to make a little noise every time he said it.",anger,negative,0.00284
"Nice to meet you, Chandler Bing",neutral,neutral,0.0329999999999999
So how many more do you have tomorrow?,neutral,neutral,0.1345
"And this actor guy, who I’m not sure about, because when he called and I answered the phone ‘Chandler Bing,’ he said ‘Whoa-whoa, short message.’",neutral,neutral,0.05432
"Ross , foot on the floor or come over no more!",neutral,neutral,0.0504545454545454
"Sure, your dresser is missing but this she notices.",anger,negative,0.0381111111111111
"I have to go. Yeah, Carol should be home by now, soo...",neutral,neutral,0.0461666666666666
"Oh, better, actually. Y'know I-I-I think I finally figured out why we were having so much trouble lately.",neutral,neutral,0.0763333333333333
"Yeah, y'know how I have you guys, well she doesn’t really have any close friends that are just hers, but last week she meet this woman at the gym, Susan something, and they really hit it off, and I-I-I think it’s gonna make a difference",joy,positive,0.0162444444444444
"Oh, just some pictures I made and hung up. I thought they’d brighten up the place. They do don’t you think?",joy,positive,0.1027142857142857
"Well, how-how come?",neutral,neutral,0.088
That’s just the way it is.,neutral,neutral,0.0686666666666666
"Maybe it’s crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now.",neutral,neutral,0.0552692307692307
"See that scientist in the classes, he and I used to play together all the time in grade school, but now… Peter!",neutral,neutral,0.0682272727272727
I shared my puddin’ which you man!,anger,negative,0.0634285714285714
"Anyway, look, I don’t know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I’m telling you, he",neutral,neutral,0.0438484848484848
"That’s okay, I’m cool over here. I’ll catch up with you later, Joey.",neutral,neutral,0.1116923076923077
"Op, this is saved.  Gift shop.",neutral,neutral,0.0667142857142857
"Yeah, right away Mr. Kaplan.",neutral,neutral,0.0004
I know!,joy,positive,0.204
"I’ll bet your thinking, ‘What’s an intelligent girl who wants to be in fashion, doing making coffee?’ Eh?",surprise,positive,0.0850555555555555
"Well, don’t think I haven’t noticed your potential.",neutral,neutral,0.207
"Well, I’ve got a project for you that’s a lot more related to fashion.",neutral,neutral,0.1114285714285714
"Oh, that sounds great.",joy,positive,0.104
"Come on over here, sweetheart.",neutral,neutral,0.2
"Oh thank you so much Mr. Kaplan, thank you so much.",joy,positive,0.017090909090909
"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe you’d want to get back together?",fear,negative,0.0256818181818181
Aw come on Phoebe would you just think about it?,sadness,negative,0.0786
"Wow, that was kinda brutal.",surprise,negative,0.0904
"Well okay, let this be a lesson to all of you, all right.",neutral,neutral,0.0812307692307692
"Very cold, hard, unyielding, y'know nothing,",neutral,neutral,0.0885
Wow.,surprise,positive,0.166
"Yeah, well, I had a great time with you.. I just can't stand your friends.",neutral,neutral,0.0951333333333333
"Oh my God! If you say that one more time,",anger,negative,0.1402
Fine!,anger,negative,0.294
"But this break-up was not all my fault, and she, she says here,  “If you accept full responsibility...”  Full responsibility!",anger,negative,0.0818636363636363
“...I can begin to trust you again.,anger,negative,0.1354285714285714
"Look, Ross, you have what you want, you’re back with Rachel.",neutral,neutral,0.0258181818181818
If you bring this up now you’re gonna wreck the best thing that even happened to you.,neutral,neutral,0.0051764705882352
"Yeah, I know.",sadness,negative,0.0953333333333333
"I mean, no, you’re right.",sadness,negative,0.1319999999999999
"Sure, it’s hard to forget!",neutral,neutral,0.0472
But that doesn’t mean you have to talk about it!,neutral,neutral,0.0613999999999999
"A lot of things happened on that trip that we should never,  ever talk about.",neutral,neutral,0.0236874999999999
What the hell happened on that beach?!,surprise,negative,0.0137142857142857
"It’s between us and the sea, Ross!",neutral,neutral,0.1237142857142857
I didn’t think you were gay. I do now.,joy,positive,0.0424444444444444
"See my friend-my friend, Rachel, she wants to be set up.",neutral,neutral,0.0809090909090909
"Ahh, I just got out of a big relationship, I’m not looking for any thing serious.",sadness,negative,0.046875
"Oh, y’know what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.",neutral,neutral,0.1581304347826087
"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",surprise,positive,0.0702307692307692
"Oh, by the way, that is her full name.",neutral,neutral,0.0139999999999999
Oh wow! I’m free for her!,joy,positive,0.0493333333333333
"Hey, Chandler, why don’t we talk this over at the Ranger game tomorrow?",neutral,neutral,0.0636923076923077
"Well, I don’t really know what that is, but",neutral,neutral,0.0671111111111111
"Monica, let's go. Come on now people, woman in labor.",neutral,neutral,0.0213999999999999
"Hey Ross, look what I've got going here.",neutral,neutral,0.0121249999999999
What are you doing? We're going to a hospital.,surprise,negative,0.0264444444444444
"What, so I can't lokk nice? There might be doctors there.",neutral,neutral,0.143090909090909
"Joey, get out of the fridge.",anger,negative,0.023
"All right, all right.",anger,negative,0.4135
What is that?,surprise,negative,0.016
Save it.,neutral,neutral,0.182
"That's nice. Get out Let's go, come on.",disgust,negative,0.0385
"All right, I'm going. I'm going.",anger,negative,0.1378333333333333
"Here we go, here we go.",neutral,neutral,0.1493333333333333
WHAT IS IT?!,anger,negative,0.016
"Okay, I-I d'know, you-you just- you have a quality.",joy,positive,0.1311111111111111
Yes. Absolutely. A quality.,neutral,neutral,0.4049999999999999
Oh my God! Calling from Rome!,surprise,positive,0.123
So he's calling from Rome. I could do that. Just gotta go to Rome.,neutral,neutral,0.0488571428571428
"Monica, your dad just beeped in, but can you make it quick? Talking to Rome.  I'm talking to Rome.",joy,positive,0.0861499999999999
"Hey dad, what's up?  Oh God. Ross, it's Nana.",sadness,negative,0.1374
"Oh, yeah, yeah, sure. We live in the building by the uh sidewalk.",neutral,neutral,0.0886923076923076
You know it?,surprise,negative,0.1359999999999999
"Hey, look, since we're neighbors and all, what do you say we uh, get together for a drink?",neutral,neutral,0.0757777777777777
"Oh, sure, they love us over there.",neutral,neutral,0.3155714285714285
How about Joey... Pepponi?,neutral,neutral,0.074
"No, still too ethnic. My agent thinks I should have a name that's more neutral.",neutral,neutral,0.0941999999999999
Joey... Switzerland?,neutral,neutral,0.2965
"Plus, y'know, I think it should be Joe.",neutral,neutral,0.11075
"Y'know, Joey makes me sound like I'm, I dunno, this big.",neutral,neutral,0.0038181818181818
