Utterance,Emotion,Sentiment,Arousal
"I’m sorry I had to take such drastic measures to make my point, but I—look, I just want you guys to be safe.",neutral,neutral,-0.057695652173913
I’m leaning. This is where I lean.,neutral,neutral,-0.0679999999999999
Okay. (Goes over and fluffs up the pillows on the couch.,neutral,neutral,-0.0845454545454545
Yes! It’s flown into your blouse and you’d better undo your buttons lest it sting you!,anger,negative,-0.0097499999999999
"Look, I know it must be hard that your wife is a lesbian, but it’s wrong. You’re married.",disgust,negative,-0.0222777777777777
I totally understand.  Can I,neutral,neutral,-0.1146666666666666
"All right, let's do it!",joy,positive,-0.1472
"I know, it was the best I could get out of them.",neutral,neutral,-0.07475
"Well, people!",sadness,negative,-0.2295
"People, people, people.",neutral,neutral,-0.2
"Let's try it again, and this time let's watch everybody watch Joey.",neutral,neutral,-0.1451666666666666
Count it off.,neutral,neutral,-0.168
"Yeah, invite him?",neutral,neutral,-0.0026666666666666
"Hey, did I do these neat enough?",neutral,neutral,-0.0204285714285714
"Yeah, they’re fine.",neutral,neutral,-0.2793333333333334
Yeah?,joy,positive,-0.318
"If anyone asks, we’ll just say Ben addressed them.  Oh! So you invited Rachel then?",surprise,positive,-0.0154375
Really?,surprise,positive,0.0
I don’t think I’d be comfortable with any of my old lovers there.,sadness,negative,-0.056076923076923
More tea?,neutral,neutral,-0.337
Yeah sure.,neutral,neutral,-0.389
Earl Grey?,neutral,neutral,-0.3989999999999999
"Huh? Yeah, fine, invite whoever you want.",neutral,neutral,-0.1222857142857143
Hey! So how was the doctor?,neutral,neutral,-0.0378333333333333
Good.,neutral,neutral,-0.264
"Oh hey, show them the picture of your uterus.",neutral,neutral,-0.0231111111111111
Oh.,joy,positive,0.0
I don’t see the baby. Where is it?,neutral,neutral,-0.12675
"Oh no, I know I couldn’t see it either at first, but it’s right umm…  Ross, I lost it again.",joy,positive,-0.078
Could you help me with something?,neutral,neutral,-0.0733333333333333
The patient I’m looking for has a broken leg and is in a wheelchair.,neutral,neutral,-0.0852857142857142
"And umm, he’s like early to mid-thirties, very attractive.",neutral,neutral,-0.0728888888888888
I think I know who you’re talking about.,neutral,neutral,-0.05775
"Oh yay! Great! Okay, what room number is he in?",joy,positive,-0.075
"I’m sorry, that information is restricted to hospital staff",neutral,neutral,-0.093
"Uh, she’s with me.  Dr. Drake Remoray.",neutral,neutral,-0.02225
Dr. Drake who?,neutral,neutral,-0.0593333333333333
Hands.,neutral,neutral,-0.372
Hands!,neutral,neutral,-0.372
It is absolutely essential that you tell me what room the man my assistant described is staying in.,neutral,neutral,-0.1050555555555555
"He’s a patient of mine, I’ve been treating him for years!",neutral,neutral,-0.1656363636363636
He’s in room 816.,neutral,neutral,-0.1085
"816, thank you!",joy,positive,-0.0979999999999999
Thank you.,neutral,neutral,-0.147
And what is his name?,neutral,neutral,-0.0708
Awww.,joy,positive,-0.348
"Okay, I’ll see you in our room.",neutral,neutral,-0.1714285714285714
"Okay, I gotta go.",neutral,neutral,-0.1055
"Well, I-I gotta go break up with Bonnie.",sadness,negative,-0.0068749999999999
Here?! Now?!,surprise,negative,-0.082
"Well, yeah.",neutral,neutral,-0.2885
"I can’t-I can’t stay here all night, and if I go in there she’s-she’s gonna wanna... do stuff.",fear,negative,-0.0155
"Ohh, man! Chicago, is sooo lucky!",joy,positive,-0.0129999999999999
"Stupid, useless Canadian money!",anger,negative,-0.0199999999999999
"Rachel, one of your customers seems to have left his billfold. A Joshua Bergen.",neutral,neutral,-0.1039285714285714
I will!,joy,positive,-0.092
Oh my God! That is so good!,joy,positive,-0.0215714285714285
"I’m full, and yet I know if I stop eating this, I’ll regret it.",neutral,neutral,-0.0572857142857142
"Oh it’s umm, it’s tofu cake. Do you want some?",neutral,neutral,-0.0578
What are you doing tonight?,neutral,neutral,-0.0264
Huh? Uh,neutral,neutral,-0.169
Dude! Dude!,surprise,negative,-0.288
"Oh really? Uh, Monica said she had a date at 9:00.",surprise,negative,-0.0489090909090909
What?! Tonight?!,surprise,negative,-0.066
She goes and makes a date with a guy on the same night she has plans with me?,anger,negative,-0.046
"Okay, is this lamp in the same place?",neutral,neutral,-0.21275
It’s yours!,neutral,neutral,0.0
Me too.,neutral,neutral,0.0
Rachel.,neutral,neutral,0.0
"Rachel! Well, you-you’re not at home, you’re-you’re-you’re right here.",surprise,positive,-0.1127777777777778
"Yeah I know, and I bet you thought it would be weird. But it’s not!",joy,positive,-0.0818666666666666
"Okay. So well I’ll umm,  I’ll have her home by midnight.",neutral,neutral,-0.1394166666666666
That part was perfect for me! I can't believe I didn't get it!,anger,negative,-0.063076923076923
"I'm sorry, man.",sadness,negative,-0.092
"Hey, y'know what you should do?",neutral,neutral,-0.0168333333333333
You should make something happen for yourself.,neutral,neutral,-0.0307142857142857
Write a movie!,joy,positive,-0.0353333333333333
Huh?,neutral,neutral,-0.338
"I mean, what about those",neutral,neutral,-0.004
"Come on Ross be realistic, y'know? If I did write something, what are the chances I could get those guys to star in it?",sadness,negative,-0.0524583333333333
"Wait a second, I could star in it!",joy,positive,-0.25925
I can't write!,anger,negative,-0.0613333333333333
"Y'know I mean I-I-I'm an actor, I don't have the discipline that takes, y'know?",sadness,negative,-0.0082142857142857
I can't do it.,sadness,negative,-0.0359999999999999
I'll help you.,neutral,neutral,-0.0793333333333333
"Yeah, I'll make up a schedule and make sure you stick to it.",neutral,neutral,-0.0984615384615384
"And plus, it'll give me something to do.",neutral,neutral,-0.0265
"Soo, ah, Eric, what kind of photography do ya do?",neutral,neutral,-0.042
"Oh, mostly fashion, so there may be models here from time to time, I hope that’s cool.",neutral,neutral,-0.1235294117647058
"Yes, that is cool. Because I have models here y'know......never.",neutral,neutral,-0.0289
"Oh, yeah, during the summer, I spend most weekends at my sister’s beach house, which you are welcome to use by the way.",neutral,neutral,-0.0490434782608695
"Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you’re chances are pretty good.",neutral,neutral,-0.1465357142857143
Why don’t you just stop doing stupid things? Then you wouldn’t have to apologize.,neutral,neutral,-0.0184999999999999
I would really love it if I could do both.,neutral,neutral,-0.0616
"All right, I…I have to ask.",sadness,negative,-0.1063333333333333
"Well, you broke up with Julie Grath! How much weight could she have gained?",anger,negative,-0.0093571428571428
A hundred and forty-five pounds.,disgust,negative,-0.1172
"Here’s Frannie. Hmm, won’t she be happy to see me?",joy,positive,-0.0878
"Now wait a minute, you be nice! All right? I didn’t bring you here so you can ambush her.",anger,negative,-0.1002105263157894
Frannie was the one who found your,neutral,neutral,-0.0867142857142857
"You invite my brother, you invite my whole family, and not me?!",anger,negative,-0.0148333333333333
What could I have possibly done?!,anger,negative,-0.1493333333333333
Stuart!,anger,negative,0.0
I believe you know my husband.,neutral,neutral,-0.0896666666666666
So it’s really a question of,neutral,neutral,-0.03
Hey ladies! What are you in here for?,neutral,neutral,-0.0199999999999999
"Hey Chandler, what are you doing here?",surprise,positive,-0.0365714285714285
Yeah?,surprise,positive,-0.318
"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.",neutral,neutral,-0.0392608695652173
"Man to uh, me.",neutral,neutral,0.0
Sure. Okay.,neutral,neutral,-0.382
"Yeah, I-I considered that. I just know it would make me happy.",neutral,neutral,-0.0555833333333333
"Hey! Oh listen, I was just clearing some space for your stuff.",joy,positive,-0.1279166666666666
"What do you mean, they’re not moving in? They-they’re still moving in right?",surprise,negative,-0.0406153846153846
What?! Over a stupid room!,surprise,negative,-0.0662
"Uh, it's 2:30 in the morning!",sadness,negative,-0.1353333333333333
"Yeah, get out!",anger,negative,-0.0433333333333333
You guys are always hanging out in my apartment!,anger,negative,-0.0597777777777777
"Come on, I'll only use my left hand, huh?",anger,negative,-0.2106666666666666
"Come on, wussies!",anger,negative,-0.154
"All right, ok, I gotta go.",neutral,neutral,-0.0689999999999999
Oh yeah!,joy,positive,-0.159
I’m sorry.,sadness,negative,-0.138
Ohhh. Don’t go.,sadness,negative,-0.078
"No, I-I-I gotta go.",sadness,negative,-0.0295
No. No! No! No!,sadness,negative,0.0
"Honey, honey, people are looking.",sadness,negative,-0.0952
I don’t care!  I don’t care!!,anger,negative,-0.0742857142857142
"Yeah, um, I’m, I’m leaving now.",sadness,negative,-0.114
You can’t leave! I have your shoe!,sadness,negative,-0.1631428571428571
Good-bye Chandler Bing.,sadness,negative,-0.1373333333333333
Rachel has those in burgendy.,neutral,neutral,0.0
"Oh, ew!",disgust,negative,0.0
Yeah I know what I wanted to ask you.,neutral,neutral,-0.0744444444444444
"Um, can you roll your tongue?",neutral,neutral,-0.1136666666666666
"Because I can, and my Mom couldn’t, and I thought y'know, I figured that was something I got from our Dad.",neutral,neutral,-0.0294285714285714
"What, wait, you mean like this?",neutral,neutral,-0.1633333333333333
"Yeah, yeah. You can do it to.",surprise,positive,-0.1574285714285714
Your not doing it.,neutral,neutral,-0.0705
"Oh right, yeah okay, my Mom could, and I can’t. We don’t have that....",neutral,neutral,-0.0968571428571428
"Well, I've never been through the tunnel myself, 'cause as I understand it, you're not allowed to go through with more than one girl in the car, right.",neutral,neutral,-0.1002499999999999
"But, it seems to me it's pretty much like anything else, you know, face your fear.",neutral,neutral,-0.0673749999999999
"It have a fear of heights, you go to the top of the building!",fear,negative,-0.0249999999999999
Right.,neutral,neutral,-0.296
"In this case, you have a fear of commitment, so I say you go in there and be the most committed guy there ever was.",neutral,neutral,-0.0342
You think?,neutral,neutral,-0.092
"Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!",joy,positive,-0.0038181818181818
"Yeah, Joe, I assure you if I'm staring down the barrel of a gun, I'm pretty much peeing every which way.",fear,negative,-0.0527619047619047
Hey!  Hey!,joy,positive,-0.1373333333333333
"Oh uh, ordinarily I would love too, but I am just swamped right now.",neutral,neutral,-0.0694285714285714
Hey where-where are the pictures that creepy pretzel vendor took of us together?,neutral,neutral,-0.0286923076923076
"Oh yeah, probably at the end.  Oh my God! He only took pictures of my breasts!",surprise,negative,-0.0708235294117646
I’m missin’ picture time?!,joy,positive,-0.202
Y’know she has a face Ross!,anger,negative,-0.109
"Okay. Okay, here’s a good one of us.",joy,positive,-0.161
Wow!,joy,positive,-0.028
That is a good one!,joy,positive,-0.1206
"Wow, it looks like a, like a holiday card y’know, with the tree in the middle and the skaters and the snow.",joy,positive,-0.0997727272727272
"Y’know, every year I say I’m gonna send out holiday cards and I never do it.",neutral,neutral,-0.0654375
"Do you wanna, do you wanna send this one out together?",neutral,neutral,-0.0436363636363636
Together? Like-like to people?,surprise,negative,-0.104
"Yeah, y’know. Happy holidays from Mona and Ross. It’ll be cute, okay?",joy,positive,-0.0625
Okay.,joy,positive,-0.304
"Uh sure, sure.",neutral,neutral,-0.3066666666666667
Bye guys.,neutral,neutral,-0.235
"I mean, I don’t feel like I even have a girlfriend anymore.",anger,negative,-0.011
Is this about Mark?,neutral,neutral,-0.1345
"Okay, it’s not, it’s not.",neutral,neutral,-0.0608
"Oh my God. I cannot keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.",sadness,negative,-0.0155714285714285
"Fine, you’re right.",neutral,neutral,-0.272
"Let’s ah, let’s take a break,  let’s cool off, okay, let’s get some frozen yoghurt, or something..",neutral,neutral,-0.0712222222222222
No. A break from us.,sadness,negative,-0.094
"Bing! We’re all set for tonight, 8 o’clock.",joy,positive,-0.0385
"Oh uh, as it turns out, we can’t do it. Monica has to work.",joy,positive,-0.0045
"Oh, my ex-wife didn’t work, unless you call turning into her mother work. Fine. Tomorrow night then.",neutral,neutral,-0.0089411764705882
Oh uh well tomorrow’s no good for her either.,neutral,neutral,-0.0936666666666666
So why can’t the three of us go out together?,neutral,neutral,-0.0217
"Good God Bing I…well I can’t say I’m altogether surprised, I saw the way she looked at you, and there was no love there.",sadness,negative,-0.0192083333333333
Y’know what would really help me through this tough time is choking something. Can I choke ya?,anger,negative,-0.0033529411764705
"Look at you, all sweet and innocent, sleeping like an angel...    with Emma's chubby little hands wrapped around ya.",neutral,neutral,-0.2202727272727273
"It's    okay, Emma, you stay asleep.",neutral,neutral,-0.2127777777777778
": Step away from the crib,    I have a weapon!",anger,negative,-0.0541538461538461
"It's okay, it's okay Rach, it's me. Put down the scrunchy.",neutral,neutral,-0.1816363636363636
"Well, I heard Emma stirring, so I came to make sure she could    reach Hugsy.",neutral,neutral,-0.0410555555555555
There you go sweetie...     This isn't over.,neutral,neutral,-0.010090909090909
No. Sorry.,sadness,negative,-0.138
"Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.",neutral,neutral,-0.033
"I mean, all I’m asking for is just a little emotion!",anger,negative,0.0
Is that too much to ask after six years?!,anger,negative,-0.1194444444444444
I mean what?,anger,negative,-0.0066666666666666
Are-are-are Rachel and I not as close as you guys?!,anger,negative,-0.0746
"I mean we-we told Joey, he cried his eyes out!",sadness,negative,-0.0538
Hey!,anger,negative,-0.206
Come on!,sadness,negative,-0.231
It’s like the end of an era!,sadness,negative,-0.1117142857142857
No more J-man and Channie’s!,sadness,negative,0.0
"Okay, I gotta ask, who calls us that?!",anger,negative,-0.060625
"Yeah, y'know the ah, the girlfriend I told you about last night?",neutral,neutral,-0.0606666666666666
"Well it turns out she ah, she wants to get back together with me.",neutral,neutral,-0.0559285714285714
"Oh, I found it!",joy,positive,-0.0974999999999999
"Oh, thank you.  Hey, hey.  Rachel!!!!",joy,positive,-0.08825
"Yeah, oh hey, you are right on time.",neutral,neutral,-0.1555
So what do you say? Can I be your girlfriend again?,neutral,neutral,-0.0505454545454545
"Yes, you can, very much.",joy,positive,-0.031
Ahhhh!!,surprise,positive,-0.196
"Ooh! I'm sorry! I think, I THINK, that may have missed the table!",joy,positive,-0.155
"Ah,",neutral,neutral,0.0
"Oh, come on.",disgust,negative,-0.154
Hey!,sadness,negative,-0.206
"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!",joy,positive,-0.0022272727272727
And what you said about Nana.,neutral,neutral,-0.074
"Ohh, yeah she really would’ve wanted to be there.",sadness,negative,-0.1262222222222222
And you know what?,neutral,neutral,-0.058
I think she was.,neutral,neutral,-0.06675
You forget how many great songs Heart had.,neutral,neutral,-0.0099999999999999
"You know, Barracuda was the first song I learned to play on the keyboard.",neutral,neutral,-0.0121428571428571
"So, you heard it, you repeated it, so that must mean you wrote it.",neutral,neutral,-0.0989285714285714
"What, you didn’t get it? The doctor is a monkey.",neutral,neutral,-0.0087999999999999
And monkeys can’t write out prescriptions.,neutral,neutral,-0.109
I can’t find garbage bags!,anger,negative,-0.074
"Oh, I think I saw some in here.",neutral,neutral,-0.01275
What is it?!,surprise,negative,-0.0786666666666666
"I don’t know! But maybe if we keep that drawer shut, it’ll die.",disgust,negative,-0.0406923076923076
You still haven’t told Rachel you weren’t really  proposing?,surprise,negative,-0.1254
I didn’t look at it. Stupid baby’s head was blocking most of  it.,anger,negative,-0.0589285714285714
Go and tell Rachel right now before Ross finds out.,sadness,negative,-0.1026
"Okay, look, just do it gently.",neutral,neutral,-0.1869999999999999
You’re right.,neutral,neutral,-0.148
I-I’ll go tell her now before Ross  finds out and I’ll be gentle.,neutral,neutral,-0.1102857142857142
I can do that.,neutral,neutral,-0.02675
I am a gentle person.,neutral,neutral,-0.1136
"Oh, by the  way.",neutral,neutral,-0.09
Two people screwing in there  if you want to check that out.,neutral,neutral,-0.0257692307692307
"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.",sadness,negative,-0.0555833333333333
Which,neutral,neutral,0.0
"How would you characterize the theme of this book, uh let's see here , Rachel Green?",neutral,neutral,-0.160375
"Umm, well I would have to say that it's a, it's tragic love story.",neutral,neutral,-0.0669999999999999
"Well, that's sort of a given, but yes. Anyone else?",neutral,neutral,-0.0556
"Well, honey that was pretty obvious.",sadness,negative,-0.1165
Well how would you know?! You didn't even read it!,anger,negative,-0.1429
What do you think? You in the blue shirt.,neutral,neutral,-0.1551111111111111
"I think that uh, yours is a question with many answers.",neutral,neutral,-0.0491818181818181
Would ya care to venture one?,neutral,neutral,-0.0386666666666666
Would,neutral,neutral,-0.176
"All right, let's move on.",neutral,neutral,-0.0512
Okay then.,neutral,neutral,-0.152
"All right, okay, this is great, uh, Chandler, you get behind the desk.",neutral,neutral,-0.095076923076923
"And-and when she comes in hopefully, she won’t recognise you because, well, why would she?",neutral,neutral,-0.0014666666666666
"You be Mr. Gonzalez, and I’ll be uh, Mr. Wong.",neutral,neutral,-0.104
You be cool.,neutral,neutral,-0.1466666666666666
"Okay, which one of you guys is Gunther Central-Perk?  Hey, Joey?",neutral,neutral,-0.0993333333333333
Where’s my ring? My dead grandmother’s wedding ring? Where is it? Where is it?,fear,negative,-0.0245714285714285
"Way to be cool, man.",neutral,neutral,-0.178
What’s he talking about?,neutral,neutral,0.0
"There was a ring, in a box, on my nightstand, after you left, it was gone!",anger,negative,-0.1735
"Wait, you guys think I stole some ring?",surprise,negative,-0.09275
We know you took so just-just save yourself the time and confess!,anger,negative,-0.0249166666666666
"Okay, who are you?",surprise,negative,-0.076
"I make $1,600 a week doing what I do; any of you guys make that?",anger,negative,-0.0534666666666666
"Hey lady, your day’s over! It’s my turn!",anger,negative,-0.051375
Phoebe!,surprise,negative,0.0
I can and I will!,anger,negative,-0.0928
Phoebe I think he would notice if you didn’t have a baby in nine months!,anger,negative,-0.1344
It’s Joey!,surprise,negative,0.0
Now I can’t believe it! What? Rachel’s pregnant?  Who’s the father?,surprise,positive,-0.0373333333333333
There’s a dude?,surprise,negative,-0.0959999999999999
Who? Who is it?,surprise,negative,-0.0705
"About a month ago this guy spent the night with Rachel, I didn’t see who it was but",disgust,negative,-0.1466111111111111
Was that story over?,neutral,neutral,-0.03925
The guy left this.,neutral,neutral,-0.1315
Oh my God! I know who the father is,surprise,negative,-0.064
"Oh my God, you’re back!",surprise,positive,-0.0516
"Ohh, let me see it! Let me see your hand!",surprise,positive,-0.2384
I wanna see what’s in your hand. I wanna see the trash.,disgust,negative,-0.1011666666666666
Me too!,joy,positive,0.0
"Hey, when the music starts up again, I was thinking of maybe goind into the robot, y’know?",neutral,neutral,-0.0134117647058823
"Ross, I think we should stick to the routine, we don’t wanna look stupid!",joy,positive,-0.0163571428571428
Alright we’re back! Ten seconds left here we go! Ten! Nine! Eight! Seven!,joy,positive,-0.2763846153846154
"Three, Two, One!",neutral,neutral,-0.5219999999999999
Cut!,neutral,neutral,-0.02
No! Year! Happy No Year!,joy,positive,-0.0788
"Okay, here’s where we go to the live shot of Times Square, nice work everyone that’s a wrap!",joy,positive,-0.0081666666666666
"So Lizzie, are-are-are you planning on staying the night?",neutral,neutral,-0.0315555555555555
"Oh no-no believe me, I’m leaving as soon as possible!",neutral,neutral,-0.0544
"Good. Good. Not that we don’t want you to stay, obviously you’re welcome—How much more homework do you have?",neutral,neutral,-0.0264210526315789
"I see. Y’know umm, Phoebe makes sock bunnies.",neutral,neutral,-0.039625
"No, she doesn’t.",neutral,neutral,0.0
"Uh Phoebe, what she makes—that’s uh—they’re sock rabbits.",neutral,neutral,-0.036
They are completely different—Okay!,anger,negative,-0.065
Okay!,surprise,negative,-0.304
I didn’t make it!,sadness,negative,-0.1104999999999999
I’m sorry!,sadness,negative,-0.138
I totally forgot about tonight and the fact that we’re supposed to,neutral,neutral,-0.0925833333333333
"Oh, it’s okay. I don’t",neutral,neutral,-0.0608
"No-no, it’s not okay!",sadness,negative,-0.076
It’s not!,sadness,negative,0.0
I will!,sadness,negative,-0.092
"Well, I did put a lot of thought in the tape.",neutral,neutral,-0.1074545454545454
"No.  And then I called him, and he wasn’t there.",neutral,neutral,0.0
"Well, then he’s, he’s probably just, out.",neutral,neutral,-0.037
"Oh, thank you that’s very helpful, I’m glad you came over.",neutral,neutral,-0.0042727272727272
"Really? I’ve been thinking, this is crazy, I mean don’t, don’t you think we can work on this?",sadness,negative,-0.0179444444444444
Nobody.,neutral,neutral,-0.25
Is it okay if I finish the apple juice?,neutral,neutral,-0.174
Is that Mark?,neutral,neutral,-0.1536666666666666
"Umm, honey, look he just came over to....",neutral,neutral,-0.074375
"Hey, dinosaur guy, look at you, so sad. Come dance.",neutral,neutral,-0.0469999999999999
"Ah, that’s okay, thanks.",sadness,negative,-0.09
"Oh, okay.  Hey, two beers.",neutral,neutral,-0.1336666666666666
You wanna go in the bedroom? It’s a little more comfortable.,neutral,neutral,-0.1709090909090909
"Okay.  Oh wait! Umm, did you send those contracts to Milan?",surprise,positive,-0.0739166666666666
What contracts?,neutral,neutral,-0.065
Okay please tell me that this is just one of your jokes that you do that I don’t get.,joy,positive,-0.0288947368421052
Like what?,neutral,neutral,-0.124
"Y’know, like the thing when you put the phone in your pants?",disgust,negative,-0.1438333333333333
Tag!,anger,negative,-0.294
I’m serious!,anger,negative,-0.045
Those contracts absolutely had to go out today!,anger,negative,-0.080625
"Rach, I’m sorry, but you didn’t give me any contracts!",surprise,negative,-0.076
Yes I did! And I put a little,anger,negative,-0.0114999999999999
"Y’know what Tag, if we went down to the office you would see those contracts sitting on your desk.",anger,negative,-0.1198421052631579
"No, I would see you looking embarrassed because they are",anger,negative,-0.0643
Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!,disgust,negative,-0.0357777777777777
You wanna go down to the office right now?,neutral,neutral,-0.146
"No! Come on its late, we’re not gonna go down to the office.",anger,negative,-0.0934615384615384
Okay I understand.  I wouldn’t want to be proved wrong either.,neutral,neutral,-0.0326666666666666
"Hey Ross, this is one of my co-stars, Dirk.  Dirk, this    is my good friend Ross.",neutral,neutral,-0.053
Nice to meet you.,neutral,neutral,-0.024
Oh and I need to talk to you.,neutral,neutral,-0.02
To see if know what these guys are talking about.,neutral,neutral,-0.096
"Nope, sound like me. Pheebs, it’s going great. Look at Chandler with little baby girl Chandler.",joy,positive,-0.0305
"Little baby girl Chandler, where I have heard that before?",neutral,neutral,-0.1597
Do you know what Pheebs?,neutral,neutral,-0.0272
"When you’re done over there, we kinda have a situation over here too.",fear,negative,-0.0073076923076923
See that’s where I think that you’re wrong. We’ve been playing these babies man for man. we should really be playing a zone defense.,neutral,neutral,-0.0203333333333333
Forgive me? You haven't been taking my calls in a week!,anger,negative,-0.1475454545454545
"Well, I'm totally over it Chandler. Friends forever! Don't come out here!",anger,negative,-0.1033333333333333
"Uh,",neutral,neutral,0.0
"...I'm, I'm okay.",neutral,neutral,-0.1013333333333333
Bye.,neutral,neutral,-0.204
Whoo-hoo!,joy,positive,0.0
"Yeah, there you go!",joy,positive,-0.109
Second date!,joy,positive,-0.5589999999999999
...I dunno.,neutral,neutral,-0.174
"Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay?",anger,negative,-0.1132692307692307
"I mean,... how needy is that?",disgust,negative,-0.0145
Remember when you where a kid and your Mom would drop you off at the movies with a jar of jam and a little spoon?,neutral,neutral,-0.1072
"Hey, Phoebe.",neutral,neutral,-0.103
"Hey, oh, you know that guy who's been following me? I talked to him today.",neutral,neutral,-0.1176666666666666
"Now, that's trash. Young lady, you can't…  Hey! Stop that young lady, she donated trash!",anger,negative,-0.0365625
Hey!!,anger,negative,-0.206
Help!,fear,negative,-0.058
Oh good!,joy,positive,-0.132
"Thank you, I need that.",joy,positive,-0.0137999999999999
Whoa!,surprise,negative,-0.106
It's nine o'clock in the morning!,surprise,negative,-0.217
Can I help you?,neutral,neutral,-0.0845
"Uh yeah, where-where’s the guy who decides who’s pictures go up on the wall?",neutral,neutral,-0.0664285714285714
He’s not here right now.,neutral,neutral,-0.092
"All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes.",neutral,neutral,-0.1608
"Y’know, there are two people who could put your picture up there.",neutral,neutral,-0.0815
"Oh really? Well, maybe you and I go out for drinks?  You’re the other one right?",neutral,neutral,-0.0752941176470588
There’s nothing sexual about this?,anger,negative,-0.01
"No look, I have, I have lots of clients that make the same noises you do!",neutral,neutral,-0.0320625
Really?!,surprise,negative,0.0
"Well not clients, lovers. But let’s just y’know, try it again. Come back and-and we’ll work through it.",neutral,neutral,-0.0387222222222222
Are you sure?,surprise,positive,-0.1533333333333333
I guess.,neutral,neutral,-0.037
"Thanks for the coffee, or bedankt voor de koffie, Gunter.",neutral,neutral,-0.022
"Yeah, we’re done.",neutral,neutral,-0.152
Ezel? Ezel? Ezel?,surprise,negative,0.0
"Hey Ross! Listen, do you want to go see that new Imax movie on tide pools?",joy,positive,-0.0428125
Sweet!,joy,positive,-0.164
"All right, well finish your coffee; let’s go.",neutral,neutral,-0.122375
"Uh actually, sorry I can’t even make it. I’m seeing Mona again tonight.",neutral,neutral,-0.0466923076923076
I understand: who would cancel an actual date to go to a fake bachelor party?,neutral,neutral,-0.0638
I’m sorry I gotta cancel tonight baby,sadness,negative,-0.1588571428571428
"So it's down to these two, Nancy I know you like this one and I think I agree. Rachel, what do you think?",neutral,neutral,-0.1267826086956522
"Well umm, that one is pretty but uh, I just, I just love this fabric  Sorry.",neutral,neutral,-0.0879999999999999
"Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.",neutral,neutral,-0.051
"I don't know which one, but I do know I need a cigarette.",neutral,neutral,-0.0549230769230769
"So what do you say we take a break, we go outside, and we'll figure this out when we come back?",neutral,neutral,-0.0502857142857142
Peach pit.,neutral,neutral,-0.124
"Yes, Bunny?",neutral,neutral,-0.1124999999999999
-Peaches?,neutral,neutral,-0.04
"Actually, nectarines, but basically...",neutral,neutral,-0.1145
Could've been a peach.,neutral,neutral,-0.186
All right!,joy,positive,-0.148
Westminster Abbey!,joy,positive,-0.133
"Hands down, best Abbey I’ve ever seen.",joy,positive,-0.1482857142857143
"What do you think of the Abbey, Chandler?",neutral,neutral,-0.0505
"I think it’s great. It’s great. Y’know, they’re thinking of changing the name of this place.",neutral,neutral,-0.0404999999999999
To Put the Camera Away!!!,anger,negative,-0.1823999999999999
"Man,",neutral,neutral,0.0
"Chandler, there’s a guy right over there.",neutral,neutral,-0.0887142857142857
That’s a mailman! That’s,surprise,negative,-0.041
"Chandler, don’t worry! This doesn’t make you any less of a guy!",neutral,neutral,-0.0408333333333333
"Hey, you know who used to have nails like that?",neutral,neutral,-0.1517
"Eh..., I don’t, I don’t know.",sadness,negative,-0.0463333333333333
"Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?",sadness,negative,-0.1172380952380952
Rachel?,neutral,neutral,0.0
"Do you remember when you first came here, how you spent two weeks getting trained by another waitress?",neutral,neutral,-0.0555555555555555
"Oh, sure! Do you need me to train somebody new?",joy,positive,-0.0008
"Eh, do you believe that?",surprise,positive,-0.0174
"Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby.",anger,negative,-0.0179545454545454
"No, the little girl creeps me out.",anger,negative,-0.0551428571428571
You said the baby.,neutral,neutral,-0.0675
"You guys, I’m sorry, could you please talk a little slower?",neutral,neutral,-0.2461818181818182
And how none of it matters when the people really love each other.,neutral,neutral,-0.1029230769230769
And how people will believe anything you tell them as long as it’s a compliment.,neutral,neutral,-0.0838666666666666
I’m on time!,joy,positive,-0.1413333333333333
"Okay, why don’t we all uh,  open our books to page 23.",neutral,neutral,-0.0447692307692307
Where…  Where you will see…a uh…a bunch of uh…red spots.,neutral,neutral,-0.1007272727272727
"Yeah, all right. All right! Just keep walkin'! All right?",anger,negative,-0.1614
"Ross! What are you… I'm sorry sir. I just, I think he just really likes you.",neutral,neutral,-0.0200625
Hey! Y'know that teacher who had a baby with her student?,neutral,neutral,-0.0868181818181818
Miss? May I help you?,neutral,neutral,-0.1064
"Okay look, don't...don't be mad okay?",fear,negative,-0.0873333333333333
"But after I unpacked the boxes I wanted to do something nice for you, so, I-I-I cleaned the apartment.",neutral,neutral,-0.0461052631578947
